mensaje,spam,label,mensaje_limpio
¡hazte fan de mi canal y gana un oferta especial! solo 3 horas para enterarte: enlace_gana_premio,1,spam,hazte fan canal gana oferta especial solo horas enterarte enlaceganapremio
suscríbete a nuestro boletín y recibe 20% de descuento en tu próxima compra: enlace_promo,1,spam,suscríbete boletín recibe 20 descuento próxima compra enlacepromo
¡oportunidad única! invierte $500 y obtiene $5000 en 7 días con nuestra osmoticidad: enlace_fraud,1,spam,oportunidad única invierte 500 obtiene 5000 días osmoticidad enlacefraud
"vaya princearrethis, aquí tienes un enlace para descargar programas gratuitos: malware_historico",1,spam,vaya princearrethis aquí enlace descargar programas gratuitos malwarehistorico
¡atención! su cuenta de netflix está a punto de expirar. recargue ahora: enlac_urgente,1,spam,atención cuenta netflix punto expirar recargue ahora enlacurgente
¡estás ganador! haz clic en el enlace para reclamar tu premio: enlac_ganador,1,spam,ganador haz clic enlace reclamar premio enlacganador
gana dinero rápido ejerciendo en casa. solo necesita $1000 de inversión: enlac_lossenen,1,spam,gana dinero rápido ejerciendo casa solo necesita 1000 inversión enlaclossenen
¡oferta flash! computadoras nuevos por $200. enlace no esperado: enlac_promo,1,spam,oferta flash computadoras nuevos 200 enlace esperado enlacpromo
¡caza el link de este mensaje y gane $10000! no se lo pierda: enlac_extra,1,spam,caza link mensaje gane 10000 pierda enlacextra
¡promoción exclusiva para madres! compra unote especial aquí: enlac_madre,1,spam,promoción exclusiva madres compra unote especial aquí enlacmadre
¡te avisamos! tu banca ha detectado actividad sospechosa. verifique en: enlac_seguridad,1,spam,avisamos banca detectado actividad sospechosa verifique enlacseguridad
¡última oportunidad! suscríbase a nuestro club vip y gane regalos: enlac_vip,1,spam,última oportunidad suscríbase club vip gane regalos enlacvip
¡viva méxico! cambie su dirección para enterarse de promociones: enlac_gob,0,ham,viva méxico cambie dirección enterarse promociones enlacgob
comparto una receta casera de tamales. ¿alguien prueba? responde abajo 😊,0,ham,comparto receta casera tamales alguien prueba responde abajo
¿alguien conoce un buen cine en streaming en español? ayúdame a decidir,0,ham,alguien conoce buen cine streaming español ayúdame decidir
¡feliz cumpleaños a mi abuela! ojalá esté bien ❤️,0,ham,feliz cumpleaños abuela ojalá bien
recomiendo este curso online de programación. muy útil para principiantes,0,ham,recomiendo curso online programación útil principiantes
¿busca un good pet? adopté un perro y lo necesito ayudar a encontrar un buen hogar,0,ham,busca good pet adopté perro necesito ayudar encontrar buen hogar
¡estoy organizando un festival de música local! ¿quien quiere colaborar?,0,ham,organizando festival música local quiere colaborar
"¿por qué los perros ladran tanto en medio de la noche? ayuda científica, por favor",0,ham,perros ladran medio noche ayuda científica favor
¡oferta gourmet! comida fresca y entregas a domicilio. encuéntranos hoy: enlac_legit,0,ham,oferta gourmet comida fresca entregas domicilio encuéntranos hoy enlaclegit
¡cuidado! este enlace puede contener virus. no descargue nada: enlac_malware,0,ham,cuidado enlace puede contener virus descargue enlacmalware
¿alguno de ustedes conoce buenas cafeterías cerca del parque? gracias,0,ham,alguno ustedes conoce buenas cafeterías cerca parque gracias
¡oferta exclusiva! compra ahora y gana un iphone gratis.,1,spam,oferta exclusiva compra ahora gana iphone gratis
tu cuenta bancaria ha sido bloqueada. verifícala en la página web oficial ahora.,1,spam,cuenta bancaria sido bloqueada verifícala página web oficial ahora
¡gana dinero rápido! invierte cinco euros y obtén quinientos euros al día.,1,spam,gana dinero rápido invierte cinco euros obtén quinientos euros día
¡descubre el secreto para hacer dinero fácil sin esfuerzo!,1,spam,descubre secreto hacer dinero fácil esfuerzo
"descarga el documento adjunto, contiene información confidencial.",1,spam,descarga documento adjunto contiene información confidencial
¡click aquí!!!! ¡oferta limitada!!!!,1,spam,click aquí oferta limitada
"¡promoción única! cien por ciento gratis, solo por tiempo limitado.",1,spam,promoción única cien ciento gratis solo tiempo limitado
"te envío mi currículum vitae actualizado, por favor revisa.",1,spam,envío currículum vitae actualizado favor revisa
¡compra ahora! precio especial de noventa y nueve centavos por unidad.,1,spam,compra ahora precio especial noventa nueve centavos unidad
¡haz clic y descubre el secreto de los millonarios.,1,spam,haz clic descubre secreto millonarios
¡mira esta imagen! (foto inapropiada),1,spam,mira imagen foto inapropiada
¡gana! el sorteo de diez mil euros está a un clic de distancia.,1,spam,gana sorteo diez mil euros clic distancia
me gusta caminar por el parque los domingos.,0,ham,gusta caminar parque domingos
la película que vi anoche fue muy emotiva y bien dirigida.,0,ham,película vi anoche emotiva bien dirigida
hoy cociné una paella con mariscos frescos.,0,ham,hoy cociné paella mariscos frescos
en la biblioteca encontré un libro interesante sobre historia.,0,ham,biblioteca encontré libro interesante historia
¿has visto el partido de fútbol de anoche?,0,ham,visto partido fútbol anoche
mi familia planea un viaje a la costa el próximo mes.,0,ham,familia planea viaje costa próximo mes
la universidad ofrece becas para estudiantes sobresalientes.,0,ham,universidad ofrece becas estudiantes sobresalientes
recientemente leí un artículo sobre energía renovable.,0,ham,recientemente leí artículo energía renovable
mi compañero de trabajo está celebrando su aniversario.,0,ham,compañero trabajo celebrando aniversario
el evento cultural que organizó el municipio fue un éxito.,0,ham,evento cultural organizó municipio éxito
te mando un mensaje para confirmar nuestra cita de mañana a las 10.,0,ham,mando mensaje confirmar cita mañana 10
¿podrías recomendarme una buena serie de televisión?,0,ham,podrías recomendarme buena serie televisión
mi gato disfruta durmiendo al sol.,0,ham,gato disfruta durmiendo sol
"¡oferta limitada! compra ahora y duplica tu dinero en una semana, solo por tiempo limitado!",1,spam,oferta limitada compra ahora duplica dinero semana solo tiempo limitado
publicidad comercial no solicitada o proselitismo no comercial: compra el suplemento milagroso que te hará jovenes otra vez.,1,spam,publicidad comercial solicitada proselitismo comercial compra suplemento milagroso hará jovenes vez
"esquema fraudulento: invertir 100€ y recibir 10,000€ al día, sin esfuerzo.",1,spam,esquema fraudulento invertir 100 recibir 10000 día esfuerzo
phishing: haga clic aquí para confirmar su cuenta bancaria y evitar bloqueos.,1,spam,phishing haga clic aquí confirmar cuenta bancaria evitar bloqueos
oferta irreales: gana un iphone gratis enviando este mensaje a 5 amigos.,1,spam,oferta irreales gana iphone gratis enviando mensaje amigos
enlace dañino: descargue este archivo.exe para mejorar su sistema.,1,spam,enlace dañino descargue archivoexe mejorar sistema
contenido para adultos: visita nuestro sitio para ver videos exclusivos.,1,spam,contenido adultos visita sitio ver videos exclusivos
uso excesivo de mayúsculas!!!!!! compra ahora!!,1,spam,uso excesivo mayúsculas compra ahora
"oferta engañosa: el gobierno está regalando dinero, envía tu número de crédito.",1,spam,oferta engañosa gobierno regalando dinero envía número crédito
esquema piramidal: únete a nuestro programa y recibe recompensas por cada nueva persona que traigas.,1,spam,esquema piramidal únete programa recibe recompensas cada nueva persona traigas
"¡actúa ya! solo quedan 3 cupos, ofertas únicas, compra ahora!!!",1,spam,actúa solo quedan cupos ofertas únicas compra ahora
"meta de enriquecimiento rápido: invierte 10€ y obtén 500€ en 24h, sin riesgos.",1,spam,meta enriquecimiento rápido invierte 10 obtén 500 24h riesgos
"me encanta el nuevo restaurante italiano en la esquina, la pasta está deliciosa.",0,ham,encanta nuevo restaurante italiano esquina pasta deliciosa
¿alguien sabe dónde puedo encontrar libros de ciencia ficción?,0,ham,alguien sabe dónde puedo encontrar libros ciencia ficción
quería preguntar si el servicio de entrega está disponible este fin de semana.,0,ham,quería preguntar si servicio entrega disponible fin semana
"compré una chaqueta azul en la tienda y me gustó mucho, pero el talle es pequeño.",0,ham,compré chaqueta azul tienda gustó talle pequeño
"hola, ¿puedes recomendarme una película similar a 'inception'?",0,ham,hola puedes recomendarme película similar inception
"el clima hoy está despejado, perfecto para una caminata en el parque.",0,ham,clima hoy despejado perfecto caminata parque
necesito ayuda para configurar mi router wi-fi en casa.,0,ham,necesito ayuda configurar router wifi casa
¿cuál es la receta tradicional de paella valenciana?,0,ham,cuál receta tradicional paella valenciana
"quiero reportar un error en la página web, el botón no funciona.",0,ham,quiero reportar error página web botón funciona
¿me puedes indicar la hora de la próxima función de cine?,0,ham,puedes indicar hora próxima función cine
estoy organizando una reunión virtual y necesito ideas de juegos.,0,ham,organizando reunión virtual necesito ideas juegos
el libro que estoy leyendo me ha cambiado la perspectiva de la vida.,0,ham,libro leyendo cambiado perspectiva vida
"gracias por tu ayuda, todo salió bien.",0,ham,gracias ayuda salió bien
¡oferta exclusiva! compra ahora y gana el 100% de devolución. ¡últimas unidades!,1,spam,oferta exclusiva compra ahora gana 100 devolución últimas unidades
publicidad comercial no solicitada o proselitismo no comercial: ¡llame hoy y reciba un iphone gratis!,1,spam,publicidad comercial solicitada proselitismo comercial llame hoy reciba iphone gratis
esquema de enriquecimiento rápido: invierte $50 y recibe $500 en 24 horas.,1,spam,esquema enriquecimiento rápido invierte 50 recibe 500 24 horas
"haga clic aquí para obtener una oferta irreales, solo por tiempo limitado.",1,spam,haga clic aquí obtener oferta irreales solo tiempo limitado
malware incluido: descargue este archivo peligroso y active el virus.,1,spam,malware incluido descargue archivo peligroso active virus
anuncio para adultos: visita nuestro sitio para contenido exclusivo 18+.,1,spam,anuncio adultos visita sitio contenido exclusivo 18
¡urgente! necesito confirmar su cuenta de bancolombia antes de que se suspenda.,1,spam,urgente necesito confirmar cuenta bancolombia suspenda
ofrecemos trabajos de alto pago sin experiencia. regístrese ahora!,1,spam,ofrecemos trabajos alto pago experiencia regístrese ahora
promoción de sitio web fraudulento: gane dinero rápido sin esfuerzo.,1,spam,promoción sitio web fraudulento gane dinero rápido esfuerzo
este mensaje contiene mayuscúaaass y demasiados signos!!!???,1,spam,mensaje contiene mayuscúaaass demasiados signos
este es un mensaje de phishing: verifique su cuenta de paypal aquí.,1,spam,mensaje phishing verifique cuenta paypal aquí
contenido engañoso: le prometemos resultados milagrosos en 1 día.,1,spam,contenido engañoso prometemos resultados milagrosos día
"clic aquí para recibir un regalo sorpresa, pero necesitas compartir tu número.",1,spam,clic aquí recibir regalo sorpresa necesitas compartir número
me gusta leer novelas de misterio en mi tiempo libre.,0,ham,gusta leer novelas misterio tiempo libre
¿cómo preparar un buen café expreso en casa?,0,ham,cómo preparar buen café expreso casa
quiero aprender a programar en python usando recursos gratuitos.,0,ham,quiero aprender programar python usando recursos gratuitos
mi perro se llama max y le encanta correr en el parque.,0,ham,perro llama max encanta correr parque
planifico viajar a barcelona el próximo verano.,0,ham,planifico viajar barcelona próximo verano
la película que vi ayer fue muy emotiva y bien actuada.,0,ham,película vi ayer emotiva bien actuada
¿alguna recomendación de libros de desarrollo personal?,0,ham,alguna recomendación libros desarrollo personal
